Body_Type,Sex,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_efficiency,Recycling,Cooking_With,CarbonEmission
obese,male,omnivore,twice a day,wood,private,hybrid,sometimes,255,rarely,7.706162970199575,large,7,20,2,10,No,"['Plastic', 'Glass']",['Microwave'],2857
underweight,male,omnivore,daily,electricity,private,lpg,often,292,rarely,8.730589391275567,large,2,1,29,14,Sometimes,[],"['Stove', 'Microwave']",4277
obese,female,vegetarian,daily,coal,walk/bicycle,No Vehicle,often,182,frequently,3.4657359027997265,extra large,4,9,19,21,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",2517
normal,male,vegan,daily,electricity,public,No Vehicle,never,237,rarely,6.894670039433482,small,2,11,7,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",579
overweight,female,vegetarian,more frequently,electricity,private,lpg,never,178,rarely,8.730589391275567,extra large,7,18,19,10,Yes,['Glass'],"['Stove', 'Oven']",4092
underweight,male,pescatarian,daily,coal,walk/bicycle,No Vehicle,never,75,never,2.9444389791664403,large,4,16,39,1,No,['Paper'],"['Stove', 'Oven']",1573
overweight,female,omnivore,more frequently,coal,public,No Vehicle,sometimes,84,very frequently,6.862757913051401,medium,2,13,29,5,No,"['Plastic', 'Glass']",['Stove'],2761
overweight,female,omnivore,daily,wood,public,No Vehicle,often,107,never,7.228388451573604,medium,1,23,27,3,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1227
normal,male,pescatarian,daily,coal,public,No Vehicle,sometimes,109,very frequently,6.975413927455952,small,4,17,26,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2694
overweight,female,omnivore,more frequently,electricity,private,lpg,often,81,rarely,5.823045895483019,medium,7,17,30,2,No,['Metal'],['Oven'],1591
overweight,female,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,197,very frequently,4.219507705176107,large,7,6,15,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2608
overweight,female,pescatarian,twice a day,electricity,public,No Vehicle,never,114,very frequently,7.526178913346146,small,1,14,28,20,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",2195
obese,female,vegetarian,daily,natural gas,walk/bicycle,No Vehicle,sometimes,244,frequently,3.4011973816621555,medium,4,1,28,11,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2070
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,No Vehicle,never,119,rarely,4.060443010546419,extra large,4,7,50,15,Yes,"['Plastic', 'Glass']",['Oven'],2022
normal,female,omnivore,more frequently,natural gas,public,No Vehicle,never,297,rarely,7.335633981927201,extra large,1,18,15,21,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1417
obese,male,pescatarian,daily,natural gas,walk/bicycle,No Vehicle,never,289,very frequently,4.564348191467836,medium,6,15,29,22,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3227
normal,male,omnivore,less frequently,natural gas,private,hybrid,often,174,frequently,5.480638923341991,large,4,23,34,3,Yes,['Paper'],"['Oven', 'Microwave']",2435
normal,male,vegetarian,daily,natural gas,walk/bicycle,No Vehicle,often,172,very frequently,4.304065093204169,extra large,5,17,14,1,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2922
normal,male,pescatarian,more frequently,coal,public,No Vehicle,often,168,very frequently,6.461468176353717,large,5,1,43,3,Yes,"['Paper', 'Glass', 'Metal']",[],3144
underweight,male,omnivore,more frequently,wood,public,No Vehicle,often,206,never,6.74993119378857,large,1,11,0,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1178
obese,male,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,193,very frequently,3.58351893845611,medium,1,11,32,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2863
overweight,male,vegetarian,daily,wood,walk/bicycle,No Vehicle,sometimes,231,rarely,3.044522437723423,large,5,11,9,4,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1557
normal,female,vegan,more frequently,electricity,private,petrol,never,55,frequently,8.730589391275567,small,6,18,15,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3758
underweight,male,vegan,more frequently,coal,public,No Vehicle,often,291,never,7.351799869057777,small,7,11,13,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1381
underweight,female,pescatarian,more frequently,coal,walk/bicycle,No Vehicle,never,111,very frequently,4.2626798770413155,small,4,14,14,14,No,"['Plastic', 'Glass', 'Metal']",['Stove'],1979
normal,female,vegetarian,more frequently,electricity,private,hybrid,sometimes,171,very frequently,8.673855001429615,small,6,8,10,9,No,"['Paper', 'Plastic', 'Glass']",[],2385
obese,female,vegan,daily,coal,walk/bicycle,No Vehicle,never,133,frequently,1.6094379124341003,large,4,1,3,17,No,[],"['Stove', 'Oven']",2165
overweight,male,omnivore,daily,wood,walk/bicycle,No Vehicle,often,295,rarely,4.1588830833596715,large,2,13,3,10,Sometimes,['Plastic'],"['Stove', 'Oven']",1776
obese,male,vegan,twice a day,natural gas,public,No Vehicle,sometimes,130,frequently,7.555381944240273,small,4,0,48,6,Sometimes,"['Plastic', 'Metal']",[],2461
normal,male,vegan,more frequently,natural gas,walk/bicycle,No Vehicle,often,108,never,3.6888794541139363,small,1,23,13,18,Yes,['Paper'],"['Grill', 'Airfryer']",964
obese,male,vegan,twice a day,wood,public,No Vehicle,never,170,frequently,7.38025578842646,small,3,23,41,23,No,"['Plastic', 'Glass']",[],2665
obese,female,omnivore,daily,electricity,private,electric,sometimes,145,very frequently,8.730589391275567,medium,2,6,36,14,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2352
overweight,female,vegan,daily,electricity,public,No Vehicle,never,259,never,6.612041034833092,large,2,23,21,16,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1050
obese,male,vegetarian,less frequently,coal,public,No Vehicle,sometimes,63,never,6.7226297948554485,small,4,14,2,9,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",1339
overweight,male,omnivore,daily,coal,public,No Vehicle,never,196,frequently,4.634728988229636,small,4,6,44,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2517
obese,male,vegan,more frequently,coal,public,No Vehicle,often,259,frequently,7.200424892944957,extra large,7,24,35,15,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3501
normal,female,vegan,more frequently,electricity,private,hybrid,sometimes,53,frequently,7.6093665379542115,small,2,0,13,6,No,['Metal'],"['Grill', 'Airfryer']",1394
underweight,female,pescatarian,more frequently,electricity,public,No Vehicle,never,86,frequently,7.208600337960199,medium,7,24,31,17,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1882
normal,male,vegetarian,twice a day,wood,private,electric,sometimes,86,rarely,8.730589391275567,large,7,17,30,20,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1946
underweight,female,pescatarian,twice a day,natural gas,private,hybrid,sometimes,156,never,6.593044534142437,medium,4,3,46,17,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1473
normal,male,omnivore,less frequently,coal,public,No Vehicle,never,144,frequently,6.939253946041508,small,6,9,21,11,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2094
obese,male,pescatarian,daily,natural gas,walk/bicycle,No Vehicle,never,278,very frequently,4.330733340286331,medium,6,23,8,7,Yes,[],"['Grill', 'Airfryer']",3162
underweight,male,vegetarian,twice a day,natural gas,private,electric,never,194,never,8.631949428714426,medium,5,21,2,15,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",987
obese,female,pescatarian,twice a day,electricity,walk/bicycle,No Vehicle,never,264,very frequently,3.9512437185814275,small,6,4,6,24,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2318
obese,male,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,never,237,rarely,3.58351893845611,medium,4,8,39,1,No,"['Plastic', 'Glass']",['Stove'],1915
normal,male,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,never,138,never,3.258096538021482,medium,4,8,45,4,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1342
underweight,female,vegetarian,less frequently,natural gas,private,diesel,never,168,very frequently,8.576405051048084,extra large,6,9,0,7,Sometimes,"['Plastic', 'Metal']",['Microwave'],3402
overweight,male,vegan,less frequently,electricity,public,No Vehicle,often,236,rarely,7.271703706887368,small,7,5,48,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1583
normal,female,pescatarian,twice a day,coal,walk/bicycle,No Vehicle,never,51,never,3.5263605246161616,small,3,19,9,22,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",863
overweight,male,vegan,more frequently,electricity,public,No Vehicle,never,84,very frequently,7.191429330036379,small,6,18,5,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2078
underweight,male,vegan,more frequently,electricity,private,electric,often,182,never,7.918264686095274,small,1,15,37,21,No,['Paper'],['Oven'],1129
normal,male,vegetarian,daily,natural gas,public,No Vehicle,often,281,rarely,7.4067107301776405,large,4,19,2,16,Sometimes,[],['Stove'],1863
normal,female,omnivore,less frequently,wood,walk/bicycle,No Vehicle,often,153,never,3.8712010109078907,extra large,5,4,29,0,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1510
overweight,female,omnivore,daily,coal,public,No Vehicle,often,264,never,6.9726062513017535,large,1,7,19,23,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1572
normal,male,vegan,more frequently,natural gas,walk/bicycle,No Vehicle,often,197,very frequently,3.2188758248682006,large,5,15,20,24,Sometimes,['Plastic'],['Stove'],3040
obese,female,omnivore,twice a day,natural gas,walk/bicycle,No Vehicle,often,162,never,4.007333185232471,medium,2,11,44,13,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1716
underweight,male,vegan,less frequently,electricity,public,No Vehicle,often,148,never,3.58351893845611,small,3,7,16,1,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",691
underweight,male,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,often,156,frequently,1.0986122886681096,medium,7,18,18,10,No,"['Paper', 'Metal']",['Stove'],1867
obese,male,vegetarian,twice a day,wood,private,electric,never,185,never,8.730589391275567,extra large,5,0,41,2,Sometimes,['Glass'],"['Stove', 'Oven']",2186
normal,female,vegetarian,daily,wood,walk/bicycle,No Vehicle,never,64,rarely,4.343805421853684,medium,2,21,39,21,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1365
overweight,female,vegetarian,less frequently,coal,walk/bicycle,No Vehicle,never,98,frequently,4.204692619390966,medium,6,23,37,7,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",2221
normal,female,pescatarian,daily,natural gas,public,No Vehicle,never,201,frequently,7.456454555176209,extra large,7,24,28,6,Sometimes,['Plastic'],"['Oven', 'Microwave']",2469
overweight,male,vegan,more frequently,natural gas,public,No Vehicle,often,292,rarely,7.489970898834801,large,7,11,12,23,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2196
underweight,male,omnivore,more frequently,wood,public,No Vehicle,sometimes,260,never,6.257667587882639,medium,3,5,18,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",1482
overweight,female,pescatarian,less frequently,electricity,public,No Vehicle,sometimes,192,rarely,6.583409222158765,large,7,14,40,15,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1701
normal,female,vegan,more frequently,electricity,private,hybrid,sometimes,106,never,8.730589391275567,extra large,5,16,32,9,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2383
normal,female,pescatarian,daily,coal,public,No Vehicle,often,261,rarely,7.358830898342354,medium,4,19,3,23,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1467
overweight,male,vegan,less frequently,natural gas,public,No Vehicle,sometimes,122,very frequently,7.266128779556451,large,1,4,20,10,Yes,[],"['Oven', 'Grill', 'Airfryer']",2715
normal,female,pescatarian,less frequently,electricity,private,lpg,often,99,rarely,8.579416534596369,medium,3,6,30,23,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2499
normal,female,vegetarian,less frequently,coal,walk/bicycle,No Vehicle,often,143,rarely,3.2188758248682006,small,2,9,2,24,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1100
normal,female,omnivore,less frequently,wood,private,lpg,sometimes,266,very frequently,4.543294782270004,large,4,7,32,20,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2773
overweight,female,pescatarian,daily,wood,private,hybrid,often,295,rarely,7.92588031673756,medium,1,3,41,19,No,['Glass'],"['Stove', 'Microwave']",2158
underweight,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,sometimes,166,rarely,1.9459101490553132,extra large,6,22,8,21,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1681
obese,female,omnivore,twice a day,wood,public,No Vehicle,never,231,very frequently,6.481577129276431,large,3,14,0,18,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2629
obese,female,omnivore,daily,wood,public,No Vehicle,never,68,very frequently,6.881411303642535,small,3,24,15,21,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2421
underweight,male,omnivore,twice a day,natural gas,private,lpg,sometimes,223,frequently,8.730589391275567,large,5,1,27,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",4145
normal,female,vegan,more frequently,electricity,public,No Vehicle,never,247,frequently,7.186144304522325,extra large,2,22,9,23,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1269
underweight,male,vegan,less frequently,coal,walk/bicycle,No Vehicle,often,66,never,3.4965075614664802,extra large,5,21,38,10,Yes,[],"['Grill', 'Airfryer']",2117
normal,female,omnivore,less frequently,coal,public,No Vehicle,sometimes,95,very frequently,5.384495062789089,medium,5,12,21,19,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2359
underweight,male,vegetarian,more frequently,coal,public,No Vehicle,sometimes,147,very frequently,7.473637108496206,extra large,2,14,15,7,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2477
underweight,female,vegan,daily,natural gas,private,petrol,never,80,very frequently,8.730589391275567,medium,2,22,20,19,No,[],['Oven'],4383
obese,female,pescatarian,twice a day,electricity,private,petrol,sometimes,161,very frequently,8.247743887225516,medium,2,0,26,7,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],3562
normal,female,omnivore,more frequently,electricity,private,lpg,often,189,very frequently,7.934513463882263,small,5,19,22,0,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2610
obese,male,omnivore,more frequently,coal,private,petrol,never,155,rarely,8.08301991917133,medium,3,22,49,23,Sometimes,['Metal'],['Stove'],3872
overweight,male,omnivore,more frequently,coal,walk/bicycle,No Vehicle,often,139,very frequently,4.343805421853684,small,2,22,20,20,No,[],['Stove'],3406
normal,male,vegan,less frequently,wood,walk/bicycle,No Vehicle,often,52,frequently,4.276666119016055,small,3,13,44,19,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",2237
obese,male,vegan,less frequently,wood,private,petrol,sometimes,171,very frequently,8.690474003558043,medium,7,17,50,1,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",6260
overweight,female,vegan,more frequently,wood,walk/bicycle,No Vehicle,often,194,very frequently,4.174387269895637,extra large,6,24,2,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2639
underweight,female,vegan,less frequently,wood,walk/bicycle,No Vehicle,sometimes,200,very frequently,4.543294782270004,medium,6,17,26,8,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2005
underweight,male,omnivore,more frequently,electricity,walk/bicycle,No Vehicle,never,289,frequently,3.8918202981106265,extra large,6,9,8,20,Yes,"['Plastic', 'Glass']",[],2199
underweight,male,vegetarian,twice a day,coal,walk/bicycle,No Vehicle,sometimes,238,frequently,4.02535169073515,small,6,18,30,4,Yes,['Glass'],[],2009
obese,female,omnivore,twice a day,electricity,private,electric,never,283,frequently,8.730589391275567,medium,1,6,2,10,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1451
overweight,female,vegan,daily,coal,walk/bicycle,No Vehicle,sometimes,238,frequently,2.772588722239781,medium,3,7,31,24,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2024
underweight,male,vegan,daily,wood,private,hybrid,often,94,never,7.007600613951853,small,6,13,22,9,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1298
overweight,female,vegan,less frequently,wood,private,lpg,often,292,very frequently,6.874198495453294,medium,1,3,4,22,Sometimes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2525
obese,male,vegetarian,twice a day,natural gas,walk/bicycle,No Vehicle,often,94,very frequently,0.6931471805599453,extra large,4,24,50,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3967
normal,female,omnivore,daily,coal,private,lpg,often,75,rarely,8.730589391275567,medium,4,20,18,15,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",3771
overweight,female,omnivore,more frequently,wood,public,No Vehicle,sometimes,100,frequently,7.488293515159428,medium,5,7,9,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1897
underweight,female,pescatarian,less frequently,wood,public,No Vehicle,often,247,rarely,7.016609683894219,large,5,0,48,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1581
obese,male,vegan,daily,electricity,walk/bicycle,No Vehicle,sometimes,72,rarely,3.044522437723423,extra large,4,0,47,21,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2040
normal,male,vegetarian,twice a day,wood,public,No Vehicle,often,199,never,7.57198844937744,small,4,11,28,11,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1422
normal,female,pescatarian,twice a day,natural gas,walk/bicycle,No Vehicle,never,283,never,4.430816798843313,extra large,6,20,28,13,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1665
